climb_uuid,name,angle,layout_id,n_holds,holds,difficulty_average,quality_average,ascensionist_count,is_nomatch
5E0DB25D9FCF4A76B85381C65A554999,Never touch a black man’s radio,30,1,14,"[(1081, 72, 8, 15), (1149, 72, 40, 12), (1200, 72, 64, 12), (1254, 96, 88, 13), (1270, 88, 96, 13), (1302, 72, 112, 13), (1306, 104, 112, 13), (1350, 48, 136, 13), (1387, 72, 152, 14), (1468, 52, 20, 15), (1504, 52, 52, 15), (1507, 100, 52, 15), (1526, 116, 68, 15), (1541, 68, 84, 15)]",16.0,2.66667,6,0
50a9cdf4fff542d7a1aa1c3990a5e015,Monk Board Days no. 10,50,1,12,"[(1131, 64, 32, 15), (1149, 72, 40, 12), (1183, 72, 56, 15), (1190, 128, 56, 15), (1220, 96, 72, 13), (1252, 80, 88, 13), (1256, 112, 88, 13), (1308, 120, 112, 13), (1342, 120, 128, 13), (1390, 96, 152, 14), (1454, 84, 4, 15), (1457, 60, 4, 15)]",19.0893,2.82143,56,1
E7009FC1A2B44AAFB4625503AD1F835F,zakiyamanokadai#09,50,1,13,"[(1110, 32, 24, 15), (1112, 48, 24, 15), (1166, 72, 48, 12), (1175, 8, 56, 15), (1212, 32, 72, 13), (1215, 56, 72, 12), (1245, 24, 88, 13), (1260, 8, 96, 15), (1297, 32, 112, 13), (1345, 8, 136, 13), (1348, 32, 136, 13), (1383, 40, 152, 14), (1385, 56, 152, 14)]",22.2,2.8,5,0
d9d6dbef32a3464ca2cb1cfb6b48ba37,Black coffee jr +,30,1,13,"[(1126, 24, 32, 12), (1143, 24, 40, 12), (1212, 32, 72, 13), (1261, 16, 96, 13), (1284, 64, 104, 13), (1300, 56, 112, 13), (1302, 72, 112, 13), (1355, 88, 136, 13), (1356, 96, 136, 13), (1393, 120, 152, 14), (1460, 36, 4, 15), (1464, 4, 4, 15), (1483, 4, 36, 15)]",20.0,3.0,10,0
D4461112C4D14B8F8CD6C43D856013C1,OB/SESSION 2025 #14,50,1,16,"[(1111, 40, 24, 15), (1129, 48, 32, 15), (1192, 8, 64, 12), (1193, 16, 64, 12), (1198, 56, 64, 15), (1226, 8, 80, 13), (1232, 56, 80, 15), (1246, 32, 88, 13), (1278, 16, 104, 13), (1315, 40, 120, 13), (1329, 16, 128, 13), (1335, 64, 128, 13), (1348, 32, 136, 13), (1353, 72, 136, 13), (1388, 80, 152, 14), (1389, 88, 152, 14)]",18.8333,2.80556,36,0
7F3FE94FF9624C51904B8FDF7E08865B,soco eliminate,50,1,10,"[(1103, 112, 16, 12), (1169, 96, 48, 12), (1220, 96, 72, 13), (1249, 56, 88, 13), (1250, 64, 88, 13), (1316, 48, 120, 13), (1333, 48, 128, 13), (1382, 32, 152, 14), (1450, 116, 4, 15), (1487, 68, 36, 15)]",23.9752,2.91304,161,0
b0dcd69841ba49738ad96c9e8300b503,Static fantastic 1,50,1,12,"[(1103, 112, 16, 15), (1120, 112, 24, 15), (1171, 112, 48, 12), (1190, 128, 56, 12), (1218, 80, 72, 15), (1239, 112, 80, 13), (1275, 128, 96, 13), (1288, 96, 104, 13), (1324, 112, 120, 13), (1355, 88, 136, 13), (1390, 96, 152, 14), (1514, 76, 60, 15)]",16.8667,2.83333,30,0
656A656BC99C4AA48DB6B8689ECF1A67,a shakespheare classic,40,1,15,"[(1127, 32, 32, 15), (1154, 112, 40, 15), (1180, 48, 56, 12), (1215, 56, 72, 12), (1221, 104, 72, 13), (1236, 88, 80, 13), (1256, 112, 88, 13), (1305, 96, 112, 13), (1359, 120, 136, 13), (1379, 8, 152, 14), (1382, 32, 152, 14), (1384, 48, 152, 13), (1387, 72, 152, 13), (1390, 96, 152, 13), (1527, 132, 68, 15)]",21.7333,2.73333,15,0
11e79c61fd8b498281a68690e1399a86,Vai que dá,40,1,11,"[(1200, 72, 64, 15), (1201, 80, 64, 12), (1214, 48, 72, 15), (1219, 88, 72, 12), (1252, 80, 88, 13), (1255, 104, 88, 13), (1306, 104, 112, 13), (1320, 80, 120, 13), (1355, 88, 136, 13), (1385, 56, 152, 14), (1566, 44, 108, 15)]",18.1071,2.89286,28,1
FA0EAB766DE7471090DDAB92337EB2F8,campus tabarnak(no feet mon caliss),50,1,5,"[(1220, 96, 72, 12), (1234, 72, 80, 12), (1302, 72, 112, 13), (1352, 64, 136, 13), (1387, 72, 152, 14)]",21.4938,2.76543,81,0
906f2bc958734933905df81e82a11855,Let's crimp,40,1,11,"[(1203, 96, 64, 12), (1286, 80, 104, 13), (1336, 72, 128, 13), (1390, 96, 152, 14), (1452, 100, 4, 15), (1456, 68, 4, 15), (1487, 68, 36, 15), (1514, 76, 60, 12), (1542, 84, 84, 13), (1543, 100, 84, 13), (1578, 84, 116, 13)]",22.8182,2.90909,11,0
35EB043920254D388B690E6F0CB0F23A,5cm,50,1,13,"[(1092, 24, 16, 15), (1162, 40, 48, 12), (1163, 48, 48, 12), (1197, 48, 64, 15), (1215, 56, 72, 13), (1233, 64, 80, 15), (1252, 80, 88, 13), (1284, 64, 104, 13), (1305, 96, 112, 13), (1340, 104, 128, 13), (1393, 120, 152, 14), (1468, 52, 20, 15), (1514, 76, 60, 15)]",18.7333,2.9,30,0
6881435ea41c46f5958534f40342a0cd,adriana chechik,50,1,9,"[(1148, 64, 40, 12), (1196, 40, 64, 12), (1248, 48, 88, 13), (1316, 48, 120, 13), (1371, 80, 144, 13), (1389, 88, 152, 14), (1461, 28, 4, 15), (1501, 4, 52, 15), (1546, 12, 92, 15)]",25.9273,2.89091,55,0
70B046A074084538BFB06B1B2D4A1BA8,Eliminate The Faith,40,1,7,"[(1093, 32, 16, 15), (1146, 48, 40, 12), (1163, 48, 48, 12), (1231, 48, 80, 13), (1303, 80, 112, 13), (1370, 72, 144, 13), (1389, 88, 152, 14)]",22.9091,2.72727,11,0
734128730EF84481A549DD77E17C0C06,Weakness is my friend,50,1,11,"[(1131, 64, 32, 15), (1136, 104, 32, 12), (1137, 112, 32, 15), (1180, 48, 56, 13), (1202, 88, 64, 13), (1284, 64, 104, 13), (1338, 88, 128, 13), (1391, 104, 152, 14), (1452, 100, 4, 15), (1470, 84, 20, 15), (1552, 108, 92, 15)]",25.8333,2.73333,30,0
1F4797C0F91B4C379ECD94127C2E04F7,Luncheon Meat,40,1,11,"[(1076, 112, 8, 15), (1149, 72, 40, 12), (1220, 96, 72, 13), (1221, 104, 72, 15), (1233, 64, 80, 15), (1251, 72, 88, 13), (1289, 104, 104, 13), (1319, 72, 120, 13), (1382, 32, 152, 14), (1387, 72, 152, 13), (1456, 68, 4, 15)]",22.75,2.91667,12,1
9d5a3d82d3ca4f7fb45e243acd2f569b,the bustinator,50,1,13,"[(1084, 48, 8, 15), (1097, 64, 16, 15), (1146, 48, 40, 12), (1147, 56, 40, 12), (1185, 88, 56, 13), (1270, 88, 96, 13), (1281, 40, 104, 13), (1286, 80, 104, 13), (1333, 48, 128, 13), (1381, 24, 152, 14), (1479, 92, 28, 15), (1506, 84, 52, 15), (1531, 60, 76, 15)]",25.86,2.82,50,0
71663254FBD44C93938279CFC120C89E,초등학교에 간 임승원 😄,50,1,11,"[(1157, 136, 40, 15), (1168, 88, 48, 15), (1197, 48, 64, 15), (1205, 112, 64, 12), (1241, 128, 80, 12), (1255, 104, 88, 13), (1284, 64, 104, 13), (1288, 96, 104, 13), (1331, 32, 128, 13), (1335, 64, 128, 13), (1382, 32, 152, 14)]",22.6667,2.8,75,0
94FB65581ED74EFEB7BBF21164B7834F,Tres en raya,30,1,11,"[(1257, 120, 88, 12), (1259, 136, 88, 12), (1286, 80, 104, 13), (1287, 88, 104, 13), (1319, 72, 120, 13), (1349, 40, 136, 13), (1364, 24, 144, 13), (1379, 8, 152, 14), (1522, 52, 68, 15), (1523, 68, 68, 15), (1548, 44, 92, 15)]",23.7308,2.80769,26,0
E242CA67290C412983BECF012B5ECF94,Triscuts and Gravy,55,1,10,"[(1165, 64, 48, 12), (1167, 80, 48, 12), (1185, 88, 56, 15), (1264, 40, 96, 13), (1271, 96, 96, 13), (1286, 80, 104, 13), (1318, 64, 120, 13), (1368, 56, 144, 13), (1389, 88, 152, 14), (1469, 68, 20, 15)]",27.0,2.86667,15,0
C6EF30BBC9D1408BA19B24707A622354,Gllistanje,40,1,13,"[(1120, 112, 24, 15), (1223, 120, 72, 13), (1224, 128, 72, 13), (1270, 88, 96, 13), (1324, 112, 120, 13), (1342, 120, 128, 13), (1395, 136, 152, 14), (1482, 140, 28, 15), (1506, 84, 52, 15), (4741, 144, 32, 12), (4763, 152, 56, 12), (4772, 152, 128, 13), (4839, 164, 100, 15)]",22.0,3.0,5,1
0EBF85C296B84442A37CF45BA0FDBF4B,Hot Coffee Pot,40,1,8,"[(1080, 80, 8, 15), (1147, 56, 40, 12), (1148, 64, 40, 12), (1202, 88, 64, 13), (1269, 80, 96, 13), (1324, 112, 120, 13), (1391, 104, 152, 14), (1489, 100, 36, 15)]",22.6154,2.82418,91,1
30abb786e31f4a3fa81dd19aff247966,J-Money Traverse,50,1,17,"[(1080, 80, 8, 15), (1081, 72, 8, 15), (1089, 8, 8, 15), (1093, 32, 16, 15), (1137, 112, 32, 15), (1141, 8, 40, 12), (1142, 16, 40, 12), (1166, 72, 48, 13), (1169, 96, 48, 13), (1178, 32, 56, 13), (1181, 56, 56, 13), (1205, 112, 64, 13), (1224, 128, 72, 14), (1240, 120, 80, 14), (1452, 100, 4, 15), (1479, 92, 28, 15), (1500, 140, 44, 15)]",19.3077,2.69231,13,0
6E90CD110038423BB016D480D558C5B1,einfach besser,45,1,13,"[(1143, 24, 40, 12), (1192, 8, 64, 12), (1249, 56, 88, 13), (1254, 96, 88, 13), (1284, 64, 104, 13), (1323, 104, 120, 13), (1391, 104, 152, 14), (1459, 44, 4, 15), (1464, 4, 4, 15), (1484, 20, 36, 15), (1486, 52, 36, 15), (1501, 4, 52, 15), (1526, 116, 68, 15)]",25.9094,2.93289,298,0
EF8605D35DE74C07B9B331FFFB316061,Spaced out,45,1,12,"[(1081, 72, 8, 15), (1129, 48, 32, 12), (1185, 88, 56, 12), (1232, 56, 80, 13), (1254, 96, 88, 13), (1290, 112, 104, 13), (1320, 80, 120, 13), (1372, 88, 144, 14), (1471, 100, 20, 15), (1478, 76, 28, 15), (1506, 84, 52, 15), (1543, 100, 84, 15)]",24.0333,2.86667,30,0
edd7bac8855648c3a2c5ae48cab79a01,Moff Bloom,40,1,9,"[(1131, 64, 32, 15), (1184, 80, 56, 12), (1205, 112, 64, 12), (1269, 80, 96, 13), (1274, 120, 96, 15), (1317, 56, 120, 13), (1338, 88, 128, 13), (1371, 80, 144, 13), (1392, 112, 152, 14)]",23.6154,2.76923,13,0
9032bf1506b743c9a68e3aff715e35ba,Buen cazo,50,1,16,"[(1090, 8, 16, 15), (1107, 8, 24, 15), (1144, 32, 40, 12), (1160, 24, 48, 15), (1163, 48, 48, 12), (1177, 24, 56, 13), (1218, 80, 72, 15), (1235, 80, 80, 15), (1246, 32, 88, 13), (1280, 32, 104, 13), (1300, 56, 112, 13), (1317, 56, 120, 13), (1335, 64, 128, 13), (1386, 64, 152, 14), (1457, 60, 4, 15), (1461, 28, 4, 15)]",16.0588,2.88235,17,0
BD76A315787345CDAD6A68074EB7E4BE,l’ultime envol,40,1,9,"[(1083, 56, 8, 15), (1130, 56, 32, 12), (1131, 64, 32, 12), (1200, 72, 64, 13), (1218, 80, 72, 13), (1302, 72, 112, 13), (1387, 72, 152, 14), (1495, 60, 44, 15), (1541, 68, 84, 15)]",22.9,2.9,10,0
A70C3C91A8064104825751B7D9D7DF18,harder devoid,55,1,9,"[(1163, 48, 48, 12), (1247, 40, 88, 13), (1302, 72, 112, 13), (1350, 48, 136, 13), (1385, 56, 152, 14), (1458, 52, 4, 15), (1461, 28, 4, 15), (1493, 28, 44, 12), (1569, 92, 108, 15)]",22.55,2.8,40,1
AA9C0C85A2D3485385151305C1175B6F,Friday Evening 🤘🏼🍀,40,1,13,"[(1086, 32, 8, 15), (1141, 8, 40, 12), (1160, 24, 48, 12), (1177, 24, 56, 13), (1231, 48, 80, 13), (1261, 16, 96, 13), (1282, 48, 104, 13), (1331, 32, 128, 13), (1335, 64, 128, 13), (1368, 56, 144, 13), (1387, 72, 152, 14), (1464, 4, 4, 15), (1551, 92, 92, 15)]",17.9,2.9,10,0
6D337E71FC9B47A9B69B11368E42ED25,Aperoll,40,1,10,"[(1192, 8, 64, 12), (1194, 24, 64, 12), (1246, 32, 88, 13), (1263, 32, 96, 13), (1299, 48, 112, 13), (1313, 24, 120, 13), (1351, 56, 136, 13), (1385, 56, 152, 14), (1466, 20, 20, 15), (1504, 52, 52, 15)]",17.8,2.8,5,1
D35D128EA5FF489284F88E655C68A508,sam et manau,50,1,11,"[(1132, 72, 32, 12), (1214, 48, 72, 15), (1218, 80, 72, 13), (1287, 88, 104, 13), (1301, 64, 112, 13), (1317, 56, 120, 13), (1383, 40, 152, 14), (1455, 76, 4, 15), (1456, 68, 4, 15), (1496, 76, 44, 15), (1513, 60, 60, 15)]",24.5814,2.72093,43,1
0B781D5EBFB0410DBD15F369E61B1F1E,proj braj ext but harder,40,1,9,"[(1086, 32, 8, 15), (1113, 56, 24, 15), (1145, 40, 40, 12), (1163, 48, 48, 12), (1198, 56, 64, 13), (1254, 96, 88, 13), (1283, 56, 104, 13), (1353, 72, 136, 13), (1382, 32, 152, 14)]",22.375,2.5,8,0
0869B3DF3616452994B9DDD8094D1B55,Sweet Salone,40,1,11,"[(1144, 32, 40, 12), (1163, 48, 48, 12), (1168, 88, 48, 15), (1213, 40, 72, 13), (1219, 88, 72, 15), (1247, 40, 88, 13), (1267, 64, 96, 13), (1301, 64, 112, 13), (1304, 88, 112, 13), (1353, 72, 136, 14), (1458, 52, 4, 15)]",16.6818,2.81818,22,0
2EFE5F354EBD41EAAC46C00CE232FF3B,l’apparament,40,1,15,"[(1086, 32, 8, 15), (1151, 88, 40, 15), (1159, 16, 48, 12), (1163, 48, 48, 12), (1198, 56, 64, 13), (1217, 72, 72, 13), (1234, 72, 80, 13), (1253, 88, 88, 13), (1288, 96, 104, 13), (1320, 80, 120, 13), (1357, 104, 136, 13), (1391, 104, 152, 14), (1458, 52, 4, 15), (1486, 52, 36, 15), (1514, 76, 60, 15)]",22.28,2.72,25,1
41d45e98a8ea4f618faf4e409f4d06dd,Ben Yart No Match,50,1,10,"[(1155, 120, 40, 12), (1191, 136, 56, 13), (1256, 112, 88, 13), (1305, 96, 112, 13), (1354, 80, 136, 13), (1385, 56, 152, 14), (1447, 140, 4, 15), (1482, 140, 28, 15), (1500, 140, 44, 15), (1532, 76, 76, 15)]",25.7826,2.73913,23,1
F927DD9CC1484E81A788C0ADF0359F09,TTT Kindergarten,60,1,14,"[(1073, 136, 8, 15), (1077, 104, 8, 15), (1154, 112, 40, 12), (1157, 136, 40, 12), (1205, 112, 64, 13), (1223, 120, 72, 13), (1239, 112, 80, 15), (1257, 120, 88, 13), (1259, 136, 88, 13), (1308, 120, 112, 13), (1340, 104, 128, 13), (1359, 120, 136, 13), (1391, 104, 152, 14), (1394, 128, 152, 14)]",16.0781,2.73438,64,0
D7C8D969BC2548F2AF9AF0608B145F27,Hotdog Fingers,40,1,16,"[(1086, 32, 8, 15), (1145, 40, 40, 12), (1154, 112, 40, 15), (1163, 48, 48, 12), (1188, 112, 56, 15), (1198, 56, 64, 13), (1221, 104, 72, 15), (1236, 88, 80, 13), (1269, 80, 96, 13), (1290, 112, 104, 13), (1320, 80, 120, 13), (1322, 96, 120, 13), (1371, 80, 144, 13), (1392, 112, 152, 14), (1457, 60, 4, 15), (1508, 116, 52, 15)]",18.4167,2.75,12,0
E54A7471954A41AA9E1C67EBCBE7A67A,Campus strength benchmark,30,1,6,"[(1200, 72, 64, 12), (1231, 48, 80, 12), (1302, 72, 112, 13), (1306, 104, 112, 13), (1308, 120, 112, 13), (1394, 128, 152, 14)]",23.1,2.9,20,1
CB2A10DE89844609B6029C9115910906,"Kilterzone light 3,5% fat",50,1,7,"[(1103, 112, 16, 15), (1157, 136, 40, 12), (1206, 120, 64, 13), (1221, 104, 72, 13), (1306, 104, 112, 13), (1353, 72, 136, 13), (1389, 88, 152, 14)]",21.6508,2.69841,63,1
693672b18efe48008324d1ef98332394,Supersymmetry (campus),30,1,6,"[(1208, 136, 64, 12), (1257, 120, 88, 12), (1308, 120, 112, 13), (1319, 72, 120, 13), (1353, 72, 136, 13), (1384, 48, 152, 14)]",23.1429,2.28571,14,1
3292AE52F9DE408796D9A5FF75760E20,I’m Left Handed,40,1,9,"[(1081, 72, 8, 15), (1086, 32, 8, 15), (1144, 32, 40, 12), (1182, 64, 56, 13), (1214, 48, 72, 13), (1300, 56, 112, 13), (1366, 40, 144, 13), (1387, 72, 152, 14), (1506, 84, 52, 15)]",22.6207,2.7931,29,1
83bd7852164a4a1c8c546e5652169981,Orcrist,40,1,12,"[(1110, 32, 24, 15), (1117, 88, 24, 15), (1147, 56, 40, 12), (1182, 64, 56, 12), (1230, 40, 80, 13), (1269, 80, 96, 13), (1301, 64, 112, 13), (1322, 96, 120, 13), (1339, 96, 128, 13), (1392, 112, 152, 14), (1506, 84, 52, 15), (1534, 108, 76, 15)]",22.7222,2.94444,18,0
0623af596c784768bf1f68a2aa31e45c,Career Prospects,40,1,8,"[(1093, 32, 16, 15), (1096, 56, 16, 15), (1149, 72, 40, 12), (1215, 56, 72, 12), (1302, 72, 112, 13), (1350, 48, 136, 13), (1387, 72, 152, 14), (1513, 60, 60, 15)]",21.6923,3.0,13,0
94169FFBF0A54AE985CEA6092D1C67E2,caxia direct,45,1,10,"[(1127, 32, 32, 12), (1144, 32, 40, 12), (1214, 48, 72, 15), (1219, 88, 72, 15), (1250, 64, 88, 13), (1300, 56, 112, 13), (1372, 88, 144, 13), (1392, 112, 152, 14), (1459, 44, 4, 15), (1488, 84, 36, 15)]",26.975,2.775,40,0
AEB973A2E7E94B628BEF98E624914888,Destroyed Art,40,1,13,"[(1081, 72, 8, 15), (1137, 112, 32, 15), (1147, 56, 40, 13), (1160, 24, 48, 12), (1163, 48, 48, 12), (1169, 96, 48, 13), (1203, 96, 64, 13), (1273, 112, 96, 13), (1305, 96, 112, 13), (1359, 120, 136, 13), (1392, 112, 152, 14), (1459, 44, 4, 15), (1464, 4, 4, 15)]",22.6667,2.83333,18,0
9FB9B4C74511432B8DE83B901BFC38B7,no Mach 7b,45,1,11,"[(1131, 64, 32, 12), (1149, 72, 40, 12), (1180, 48, 56, 13), (1233, 64, 80, 13), (1283, 56, 104, 13), (1302, 72, 112, 13), (1318, 64, 120, 13), (1340, 104, 128, 13), (1388, 80, 152, 14), (1504, 52, 52, 15), (1542, 84, 84, 15)]",24.0,2.57143,7,0
0C5A0DB4F72C4A5B88BFDE1CD95037C7,Yay Dyno,40,1,7,"[(1202, 88, 64, 12), (1215, 56, 72, 12), (1302, 72, 112, 13), (1333, 48, 128, 13), (1387, 72, 152, 14), (1469, 68, 20, 15), (1540, 52, 84, 15)]",18.375,2.875,16,0
FA0D0A02990B47D6BA592811D90683B0,champignon,40,1,15,"[(1133, 80, 32, 12), (1165, 64, 48, 13), (1202, 88, 64, 13), (1204, 104, 64, 15), (1214, 48, 72, 13), (1282, 48, 104, 13), (1331, 32, 128, 13), (1380, 16, 152, 14), (1452, 100, 4, 15), (1456, 68, 4, 15), (1469, 68, 20, 15), (1470, 84, 20, 15), (1537, 4, 84, 15), (1558, 52, 100, 13), (1575, 36, 116, 13)]",23.2051,2.58974,39,0
158371c0d71749a284fa8e951b23b91f,isatix ulysse boucle 1/2 7c+/8a,45,1,18,"[(1137, 112, 32, 15), (1146, 48, 40, 15), (1155, 120, 40, 12), (1175, 8, 56, 15), (1203, 96, 64, 13), (1231, 48, 80, 15), (1232, 56, 80, 13), (1236, 88, 80, 13), (1245, 24, 88, 13), (1249, 56, 88, 13), (1297, 32, 112, 13), (1314, 32, 120, 13), (1367, 48, 144, 13), (1370, 72, 144, 14), (1371, 80, 144, 14), (1448, 132, 4, 15), (1451, 108, 4, 15), (1594, 52, 132, 13)]",25.0938,2.59375,32,0
A66E36ACAFB74947AA00C76F1685BDBA,skin rippin,50,1,10,"[(1137, 112, 32, 15), (1225, 136, 72, 12), (1239, 112, 80, 12), (1308, 120, 112, 13), (1355, 88, 136, 13), (1392, 112, 152, 14), (1491, 132, 36, 15), (1518, 140, 60, 15), (1536, 140, 76, 15), (1550, 76, 92, 15)]",16.8333,2.75,12,0
53f5df7c05874502b34a6ee167ebfad7,July Bug,55,1,8,"[(1080, 80, 8, 15), (1084, 48, 8, 15), (1164, 56, 48, 12), (1250, 64, 88, 13), (1281, 40, 104, 13), (1351, 56, 136, 13), (1387, 72, 152, 14), (1514, 76, 60, 15)]",25.7273,3.0,11,0
f3537a564fa643b1861dbe03901c61ff,Purple Kryptonite,60,1,14,"[(1152, 96, 40, 15), (1156, 128, 40, 15), (1170, 104, 48, 12), (1187, 104, 56, 12), (1200, 72, 64, 15), (1256, 112, 88, 13), (1268, 72, 96, 13), (1284, 64, 104, 15), (1329, 16, 128, 13), (1335, 64, 128, 13), (1336, 72, 128, 13), (1365, 32, 144, 13), (1379, 8, 152, 14), (1552, 108, 92, 15)]",25.8116,2.89855,69,1
5b9816c86e3e4c08b0fdad4acd099441,but it's cool,40,1,6,"[(1093, 32, 16, 15), (1164, 56, 48, 12), (1229, 32, 80, 12), (1300, 56, 112, 13), (1353, 72, 136, 13), (1391, 104, 152, 14)]",22.65,2.8,20,0
C1A52F69E2714EAEB3E4EB516576F67F,loose earwax (eliminate),45,1,11,"[(1169, 96, 48, 15), (1203, 96, 64, 12), (1220, 96, 72, 12), (1273, 112, 96, 13), (1286, 80, 104, 13), (1302, 72, 112, 13), (1334, 56, 128, 13), (1382, 32, 152, 14), (1383, 40, 152, 14), (1490, 116, 36, 15), (1542, 84, 84, 15)]",22.0,2.83333,6,0
75FB948B70CC4CC0A15D0CF4557BEC09,Stahlschulter,25,1,17,"[(1123, 136, 24, 12), (1186, 96, 56, 12), (1241, 128, 80, 13), (1264, 40, 96, 13), (1269, 80, 96, 13), (1285, 72, 104, 13), (1349, 40, 136, 13), (1369, 64, 144, 13), (1391, 104, 152, 14), (1448, 132, 4, 15), (1453, 92, 4, 15), (1480, 108, 28, 15), (1482, 140, 28, 15), (1503, 36, 52, 15), (1505, 68, 52, 15), (1508, 116, 52, 15), (1529, 28, 76, 15)]",23.6176,2.85294,34,1
760041FBDE634BD6A79AE0D6DC18F85D,LooseCut,40,1,8,"[(1074, 128, 8, 15), (1154, 112, 40, 12), (1201, 80, 64, 13), (1238, 104, 80, 13), (1267, 64, 96, 13), (1300, 56, 112, 13), (1349, 40, 136, 13), (1388, 80, 152, 14)]",21.0,3.0,6,0
8997DA336AFD421AADB03A8AC8697775,Skipping time,40,1,14,"[(1182, 64, 56, 12), (1199, 64, 64, 12), (1256, 112, 88, 13), (1307, 112, 112, 13), (1325, 120, 120, 13), (1354, 80, 136, 13), (1387, 72, 152, 14), (1468, 52, 20, 15), (1488, 84, 36, 15), (1518, 140, 60, 15), (1536, 140, 76, 15), (1553, 124, 92, 15), (1554, 140, 92, 15), (1570, 108, 108, 15)]",25.7279,2.85294,136,1
9DC47E6612B04441BF4A3D67B0A4F2B6,Wet Boots,55,1,10,"[(1133, 80, 32, 12), (1169, 96, 48, 12), (1198, 56, 64, 13), (1267, 64, 96, 13), (1272, 104, 96, 13), (1284, 64, 104, 13), (1340, 104, 128, 13), (1390, 96, 152, 14), (1455, 76, 4, 15), (1525, 100, 68, 15)]",20.3462,2.92308,26,0
D9F32F47B8CE480A898C4C462AA49270,sambar V3-V4,40,1,13,"[(1144, 32, 40, 12), (1163, 48, 48, 12), (1213, 40, 72, 13), (1234, 72, 80, 13), (1284, 64, 104, 13), (1304, 88, 112, 13), (1353, 72, 136, 13), (1390, 96, 152, 14), (1461, 28, 4, 15), (1477, 60, 28, 15), (1513, 60, 60, 15), (1533, 92, 76, 15), (1588, 108, 124, 15)]",17.5854,2.82927,41,0
CC18A12C2B4C4DFBAD2120E311D95EB2,Constipation,40,1,17,"[(1077, 104, 8, 15), (1120, 112, 24, 15), (1133, 80, 32, 15), (1153, 104, 40, 12), (1166, 72, 48, 15), (1168, 88, 48, 12), (1181, 56, 56, 15), (1203, 96, 64, 13), (1214, 48, 72, 15), (1218, 80, 72, 13), (1253, 88, 88, 13), (1263, 32, 96, 15), (1286, 80, 104, 13), (1321, 88, 120, 13), (1336, 72, 128, 13), (1369, 64, 144, 13), (1384, 48, 152, 14)]",17.8718,2.84615,39,0
F4C0CD17224A4941B4B3AAA3600920C3,Schlawenzel,45,1,10,"[(1107, 8, 24, 15), (1193, 16, 64, 12), (1214, 48, 72, 12), (1267, 64, 96, 13), (1274, 120, 96, 15), (1337, 80, 128, 13), (1340, 104, 128, 13), (1394, 128, 152, 14), (1511, 28, 60, 15), (1550, 76, 92, 13)]",24.8,3.0,10,0
692998098BBA4270AFBFA05FF20D9E4E,juggling,40,1,14,"[(1113, 56, 24, 15), (1130, 56, 32, 15), (1149, 72, 40, 12), (1200, 72, 64, 12), (1231, 48, 80, 13), (1234, 72, 80, 15), (1269, 80, 96, 13), (1284, 64, 104, 13), (1302, 72, 112, 13), (1337, 80, 128, 13), (1353, 72, 136, 13), (1390, 96, 152, 14), (1453, 92, 4, 15), (1456, 68, 4, 15)]",16.549,2.7451,51,1
5BE3E49D1B0043C7948191C74CBC1AD8,Fat Tat,55,1,11,"[(1178, 32, 56, 12), (1182, 64, 56, 12), (1248, 48, 88, 13), (1267, 64, 96, 13), (1284, 64, 104, 13), (1338, 88, 128, 13), (1388, 80, 152, 14), (1469, 68, 20, 15), (1479, 92, 28, 15), (1532, 76, 76, 15), (1552, 108, 92, 15)]",20.92,2.88,25,0
DA879B0C58B84F6490E9A7D1E91F002D,broccoli farts,40,1,13,"[(1123, 136, 24, 12), (1153, 104, 40, 12), (1189, 120, 56, 13), (1223, 120, 72, 13), (1266, 56, 96, 13), (1271, 96, 96, 13), (1352, 64, 136, 13), (1382, 32, 152, 14), (1449, 124, 4, 15), (1482, 140, 28, 15), (1491, 132, 36, 15), (1505, 68, 52, 15), (1513, 60, 60, 15)]",26.7391,2.86957,69,1
2E7FC05A5C9F4064923E7A59CC5BBB51,1-7 campus fun,40,1,5,"[(1257, 120, 88, 12), (1259, 136, 88, 12), (1359, 120, 136, 13), (1387, 72, 152, 14), (1390, 96, 152, 13)]",22.8235,2.88235,34,0
E7AFBA8E49404E809CD649EFE238C013,One Arm Pull-Up Campus (left arm),40,1,4,"[(1302, 72, 112, 12), (1339, 96, 128, 13), (1386, 64, 152, 14), (1513, 60, 60, 12)]",23.0667,2.93333,15,1
41B61711A2C14E83855DBC00930D566F,One Arm Pull Up Campus,40,1,4,"[(1302, 72, 112, 12), (1352, 64, 136, 13), (1389, 88, 152, 14), (1514, 76, 60, 12)]",22.8,2.8,5,1
a4c7c467a5f44832988f4bf81c2b865a,Monkey bars,40,1,9,"[(1076, 112, 8, 15), (1155, 120, 40, 12), (1157, 136, 40, 15), (1220, 96, 72, 13), (1256, 112, 88, 13), (1302, 72, 112, 13), (1313, 24, 120, 13), (1316, 48, 120, 13), (1380, 16, 152, 14)]",21.9592,2.89796,49,0
6A2A7FF857F7421784EDEEFCE3520E06,No More Tendons,40,1,13,"[(1137, 112, 32, 12), (1139, 128, 32, 12), (1202, 88, 64, 13), (1203, 96, 64, 13), (1250, 64, 88, 13), (1287, 88, 104, 13), (1322, 96, 120, 13), (1325, 120, 120, 13), (1375, 112, 144, 14), (1447, 140, 4, 15), (1478, 76, 28, 15), (1535, 124, 76, 15), (1545, 132, 84, 15)]",24.1667,2.88889,54,1
